,gene,Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12,Group13,Group14,Group15,statisticsValue,P-value,Adj P-value
857,DLGAP5,-0.23569,-0.2315,-0.23368,-0.19331,-0.2257,-0.06592,0.01762,-0.04536,-0.20965,-0.19602,-0.20213,-0.22482,-0.21809,-0.22029,-0.12089,110.82443,3.87e-17,2.24e-13
858,DMTN,-0.23849,-0.23849,-0.23849,-0.22872,-0.23512,-0.15013,0.23965,0.52634,-0.23544,-0.23822,-0.21922,-0.22745,-0.23849,-0.2315,-0.23849,583.56458,1.67e-115,1.19e-111
859,DNAJA1,-0.27816,-0.20088,-0.15058,-0.21811,-0.29653,-0.06966,-0.30972,-0.2897,-0.20089,-0.12823,-0.24397,-0.13285,-0.22704,-0.1043,0.0476,107.39107,1.79e-16,1.03e-12
860,DNAJA3,-0.23853,-0.20562,-0.21904,-0.11835,-0.18413,-0.04806,-0.20846,-0.17735,-0.21015,-0.14538,-0.13976,-0.13478,-0.20722,-0.21887,-0.23165,82.72745,8.8e-12,4.61e-08
861,DNAJA4,-0.32262,-0.33359,-0.33003,-0.3024,-0.33247,0.00362,0.4266,0.04492,-0.31049,-0.31949,-0.28301,-0.2975,-0.32814,-0.31912,-0.30306,446.68133,1.79e-86,1.26e-82
862,DNAJB11,-0.23449,-0.23672,-0.23116,-0.12133,-0.16231,-0.16176,-0.20474,-0.21589,-0.11633,-0.07887,0.05509,-0.05633,-0.23587,-0.20864,-0.06507,112.09115,2.2e-17,1.27e-13
863,DNAJB2,-0.07424,-0.07578,-0.09483,-0.09426,-0.07745,-0.07322,-0.03524,0.04155,-0.06596,-0.10392,-0.10014,-0.09899,-0.08404,-0.09494,-0.06165,56.12851,5.53e-07,0.00236
864,DNAJC16,-0.09561,-0.10287,-0.11054,-0.09923,-0.0867,-0.11599,-0.0127,0.01874,-0.11681,-0.11762,-0.10421,-0.12055,-0.1103,-0.10623,-0.10722,69.86918,2.04e-09,9.9e-06
865,DNAJC19,-0.25022,-0.20774,-0.21991,-0.1783,-0.20832,-0.04023,-0.26874,-0.23073,-0.19882,-0.16119,-0.13011,-0.19618,-0.16914,-0.2102,-0.22023,119.0364,9.71e-19,5.71e-15
866,DNAJC7,-0.25179,-0.24453,-0.20639,-0.20208,-0.22546,-0.10445,-0.2978,-0.3146,-0.16139,-0.05146,-0.13176,-0.05479,-0.1622,-0.20852,-0.15151,101.60378,2.34e-15,1.32e-11
867,DNAJC8,-0.31361,-0.18938,-0.20039,-0.11909,-0.231,-0.00951,-0.32822,-0.41842,-0.16623,-0.15504,-0.15544,-0.09728,-0.21496,-0.26971,-0.1245,244.65787,3.65e-44,2.42e-40
868,DNAJC9,-0.44262,-0.28445,-0.29012,-0.25825,-0.11941,0.13089,0.15185,-0.30356,-0.17872,-0.27865,-0.37015,-0.35348,-0.35022,-0.31942,-0.19055,653.66173,1.98e-130,1.42e-126
869,DNAL4,-0.09074,-0.10538,-0.11061,-0.10812,-0.11063,-0.10784,0.0102,0.0438,-0.11529,-0.11092,-0.10155,-0.08196,-0.11024,-0.08631,-0.11106,85.90353,2.24e-12,1.19e-08
870,DNMT1,-0.37398,-0.30228,-0.20701,-0.17177,-0.09613,-0.02793,-0.00116,-0.36964,-0.10951,-0.09415,-0.22385,-0.11088,-0.2149,-0.1401,-0.05434,232.67266,1.09e-41,7.12e-38
871,DNPEP,-0.11272,-0.09292,-0.11806,-0.1014,-0.11532,-0.11311,-0.03915,0.03216,-0.12067,-0.11812,-0.11238,-0.07411,-0.12059,-0.11521,-0.10781,80.45009,2.33e-11,1.21e-07
872,DNPH1,-0.36435,-0.31253,-0.24403,-0.19359,-0.15563,0.02779,-0.40052,-0.3959,-0.26914,-0.13025,-0.11157,-0.14879,-0.286,-0.39738,-0.38457,392.6737,4.43e-75,3.07e-71
873,DNTT,-0.18591,-0.16835,-0.11377,-0.19472,-0.20045,-0.21308,-0.21814,-0.20369,-0.20031,-0.11532,-0.21238,-0.19755,0.72798,4.01349,0.35818,2490.57168,0.0,0.0
874,DOCK2,-0.17847,-0.11914,-0.0258,-0.13224,-0.1048,-0.25034,-0.34384,-0.3212,-0.04925,0.09045,-0.12727,0.02895,-0.02104,-0.06088,0.13808,193.56248,1.13e-33,7.22e-30
875,DOCK5,-0.05119,-0.08935,-0.08872,-0.04991,-0.09745,-0.10119,-0.01732,0.02103,-0.08914,-0.07601,-0.05088,-0.05738,-0.06156,-0.06863,-0.0935,64.1623,2.16e-08,0.0001
876,DOHH,-0.01788,-0.02343,-0.06201,-0.06929,-0.0672,-0.07329,-0.0095,0.15364,-0.03786,-0.07544,-0.08798,-0.08314,-0.05757,-0.05943,-0.03193,146.41387,3.74e-24,2.29e-20
877,DOK3,-0.19425,-0.20618,-0.18526,-0.16827,-0.21554,-0.17629,-0.22448,-0.18419,-0.19435,-0.1062,0.1159,-0.09082,-0.17792,-0.10394,-0.18893,126.8148,2.89e-20,1.72e-16
878,DPH6,-0.04147,-0.06755,-0.09058,-0.09338,-0.10681,-0.09943,-0.06148,0.05728,-0.09493,-0.10158,-0.0972,-0.10098,-0.07923,-0.05834,-0.0829,90.9114,2.55e-13,1.38e-09
879,DPH7,-0.1058,-0.12575,-0.12506,-0.1348,-0.14277,-0.11322,-0.06511,-0.00163,-0.12324,-0.1106,-0.09453,-0.12491,-0.12531,-0.12302,-0.07729,58.59624,2.06e-07,0.000906
880,DPM1,-0.26894,-0.26222,-0.20327,-0.14463,-0.18679,-0.001,-0.23685,-0.26225,-0.1807,-0.15461,-0.1639,-0.16902,-0.22109,-0.22888,-0.15483,153.78268,1.26e-25,7.77e-22
881,DPM3,-0.2631,-0.21403,-0.14582,-0.22349,-0.12098,-0.14086,-0.26155,-0.25411,-0.19062,-0.05815,0.01518,-0.12326,-0.22749,-0.26965,-0.22371,109.61635,6.64e-17,3.83e-13
882,DPY19L3,-0.01605,-0.02619,-0.07528,-0.08149,-0.09727,-0.09151,0.0597,-0.07982,-0.08758,-0.08632,-0.08147,-0.09353,-0.03483,-0.0116,-0.06747,50.58,4.88e-06,0.0194
883,DPY30,-0.28743,-0.27875,-0.20758,-0.14682,-0.18429,-0.04088,-0.29469,-0.28325,-0.2625,-0.1535,-0.21408,-0.21165,-0.1964,-0.23343,-0.22519,147.72774,2.05e-24,1.26e-20
884,DRAM2,-0.14888,-0.13751,-0.13683,-0.14332,-0.10088,-0.13786,-0.15048,-0.00921,-0.13829,-0.13442,-0.11718,-0.09501,-0.15304,-0.14891,-0.12704,57.65543,3.01e-07,0.00131
885,DRAP1,-0.28192,-0.24767,-0.23652,-0.26167,-0.19822,-0.07485,-0.24864,-0.28193,-0.17278,-0.19801,-0.14986,-0.16544,-0.24064,-0.24325,-0.18164,91.13637,2.31e-13,1.25e-09
886,DRG2,-0.06306,-0.04257,-0.08989,-0.10918,-0.08342,-0.1009,-0.01192,-0.0118,-0.098,-0.12079,-0.11051,-0.11682,-0.10501,-0.09615,-0.08427,61.19048,7.25e-08,0.000326
887,DST,-0.06747,-0.07483,-0.07661,-0.07445,-0.02882,-0.08382,0.03365,0.03731,-0.06947,-0.06701,-0.0905,-0.07362,-0.07416,-0.0623,-0.06864,49.07765,8.71e-06,0.0339
888,DSTN,-0.31297,-0.25722,-0.26978,-0.2249,-0.258,-0.04621,-0.30279,-0.28406,-0.20512,-0.23373,-0.05352,-0.19192,-0.24258,-0.23406,-0.21193,203.30912,1.16e-35,7.45e-32
889,DTD1,-0.22923,-0.13062,-0.19467,0.2545,0.11041,-0.11834,-0.21545,-0.2358,-0.1404,-0.15933,-0.19504,-0.15094,-0.20255,-0.24506,-0.23544,82.88491,8.22e-12,4.31e-08
890,DTD2,-0.0078,-0.07592,-0.07507,-0.03219,-0.048,-0.10548,0.04098,-0.02886,-0.07511,-0.10216,-0.10561,-0.09924,-0.09242,-0.06482,-0.05466,79.95457,2.88e-11,1.49e-07
891,DTL,-0.20991,-0.20888,-0.18233,-0.15241,-0.14699,-0.04416,-0.08912,-0.17624,-0.15985,-0.15674,-0.17508,-0.18987,-0.20214,-0.18759,-0.20396,75.57615,1.85e-10,9.36e-07
892,DTX2P1.UPK3BP1.PMS2P11,-0.1037,-0.12958,-0.13005,-0.11165,-0.1166,-0.12992,-0.05256,-0.03019,-0.13023,-0.13008,-0.10689,-0.10801,-0.12703,-0.12939,-0.11195,49.70138,6.85e-06,0.0269
893,DTYMK,-0.28966,-0.28456,-0.25779,-0.23157,-0.19816,-0.03015,-0.12981,-0.26401,-0.19887,-0.19487,-0.1787,-0.20456,-0.25584,-0.24935,-0.13091,143.06901,1.74e-23,1.06e-19
894,DUS1L,-0.26195,-0.2468,-0.22645,-0.21233,-0.17857,-0.08958,-0.19571,-0.24979,-0.17451,-0.15098,-0.0653,-0.10181,-0.21279,-0.24461,-0.20541,82.11877,1.14e-11,5.97e-08
895,DUSP1,-0.02932,-0.15086,-0.20026,-0.15787,-0.01242,-0.15447,-0.25444,-0.28614,0.22541,-0.10597,-0.26372,0.06131,-0.19765,-0.20444,-0.17796,159.57037,8.66e-27,5.38e-23
896,DUSP3,-0.13286,-0.15819,-0.1299,-0.18441,-0.1962,-0.22206,-0.26933,-0.19669,-0.19959,-0.02608,0.01239,0.20458,-0.15406,-0.19325,-0.11914,162.75003,1.98e-27,1.24e-23
897,DUSP6,-0.03703,-0.12314,-0.04663,-0.16797,-0.1567,-0.19507,-0.21082,-0.07531,-0.06676,-0.05183,-0.05747,-0.03745,0.01633,-0.12137,-0.14662,50.78943,4.5e-06,0.018
898,DUT,-0.48537,-0.36822,-0.20753,-0.153,-0.15197,0.10433,0.04115,-0.56528,-0.21513,-0.10371,-0.1474,-0.38332,-0.2935,-0.29968,-0.2173,727.1679,4.08e-146,2.95e-142
899,DYNC1H1,-0.21734,-0.25527,-0.2194,-0.18347,-0.18737,-0.08351,-0.16724,-0.28197,-0.18116,-0.17977,-0.15928,-0.15836,-0.19641,-0.20198,-0.19867,65.20751,1.4e-08,6.57e-05
900,DYNC1I2,-0.25034,-0.18574,-0.16994,-0.13104,-0.17103,-0.0638,-0.27219,-0.27049,-0.18048,-0.18721,-0.19133,-0.17168,-0.18162,-0.1986,-0.13688,78.00928,6.61e-11,3.39e-07
901,DYNC2LI1,-0.06351,-0.03871,-0.10115,-0.11649,-0.11859,-0.09762,0.00631,-0.06199,-0.11318,-0.11591,-0.12244,-0.12972,-0.1211,-0.0509,-0.08726,56.58345,4.62e-07,0.00198
902,DYNLL1,-0.37669,-0.2885,-0.18073,0.00499,-0.03151,0.02467,-0.53631,-0.44035,-0.05815,-0.10792,-0.15767,-0.15887,-0.23198,-0.18873,-0.01479,377.4667,7.01e-72,4.85e-68
903,DYNLL2,-0.24437,-0.21322,-0.19717,-0.08697,-0.07772,-0.12841,-0.22885,-0.31547,-0.08455,-0.15491,-0.13742,-0.10692,-0.19792,-0.18762,-0.1701,61.82161,5.61e-08,0.000254
904,DYNLRB1,-0.2758,-0.24771,-0.20881,-0.00138,-0.17278,-0.01651,-0.42004,-0.41005,-0.09261,-0.18097,-0.18836,-0.20757,-0.2135,-0.22391,-0.24256,241.1406,1.95e-43,1.28e-39
905,DZIP3,-0.00366,-0.02367,-0.04829,-0.05761,-0.11099,-0.04674,-0.00559,0.0241,-0.05204,-0.05384,-0.07529,-0.05896,-0.03918,-0.04296,-0.02896,62.93181,3.57e-08,0.000164
906,E2F2,-0.21446,-0.21024,-0.19053,-0.19057,-0.21602,-0.13721,0.14003,0.15941,-0.17517,-0.20196,-0.19066,-0.19301,-0.19713,-0.16563,-0.11364,165.20877,6.34e-28,3.96e-24
907,E2F4,-0.33064,-0.27375,-0.29998,-0.25039,-0.26672,-0.05297,0.14545,0.08028,-0.29494,-0.27043,-0.24382,-0.22739,-0.29993,-0.29439,-0.2754,269.11795,3.14e-49,2.11e-45
908,EAF1,-0.05701,-0.09673,-0.08965,-0.09265,-0.09346,-0.10312,-0.04707,0.00818,-0.0983,-0.10206,-0.11251,-0.10291,-0.08688,-0.0785,-0.08525,51.07589,4.03e-06,0.0162
909,EAF2,-0.13509,-0.14593,-0.12977,-0.10793,-0.12508,-0.15582,-0.10909,-0.03284,-0.14495,-0.03792,0.1911,0.03236,-0.12832,-0.14217,-0.1214,122.72571,1.84e-19,1.09e-15
910,EBF1,-0.09157,-0.10067,-0.07174,-0.07398,-0.06656,-0.09017,-0.10067,-0.10067,-0.07821,-0.06988,-0.08639,-0.06817,-0.04421,0.51572,-0.08134,303.85745,1.85e-56,1.26e-52
911,EBNA1BP2,-0.23824,-0.2365,-0.22421,-0.23092,-0.1495,-0.04677,-0.17203,-0.19038,-0.19558,-0.12962,-0.07819,-0.13396,-0.20403,-0.23254,-0.22708,100.59973,3.64e-15,2.04e-11
912,EBPL,-0.09642,0.12154,0.09196,-0.12942,-0.04899,-0.17507,-0.47814,-0.41897,-0.27124,0.02759,-0.05753,-0.18085,-0.06585,-0.27437,-0.34699,324.18093,1.05e-60,7.19e-57
913,ECD,-0.03195,-0.08608,-0.08487,-0.10247,-0.10575,-0.09547,-0.06247,0.00167,-0.08053,-0.11331,-0.12236,-0.1126,-0.09617,-0.06411,-0.09673,59.08441,1.7e-07,0.000748
914,ECH1,-0.37761,-0.21948,-0.3064,-0.17788,-0.26581,0.07863,-0.30674,-0.4431,-0.25644,-0.18134,-0.15882,-0.12677,-0.27565,-0.34849,-0.31502,456.80112,1.3e-88,9.13e-85
915,ECHS1,-0.24262,-0.22566,-0.23173,-0.20594,-0.22998,-0.08999,-0.2608,-0.21629,-0.19418,-0.13987,-0.04515,-0.07656,-0.22662,-0.24074,-0.23288,97.47895,1.44e-14,8e-11
916,ECI1,-0.25801,-0.24451,-0.22388,-0.19553,-0.19581,-0.03803,-0.1957,-0.24988,-0.22004,-0.18426,-0.19886,-0.21136,-0.25783,-0.25192,-0.23907,118.0333,1.53e-18,8.95e-15
917,ECI2,-0.234,-0.23618,-0.22493,-0.2285,-0.22517,-0.03225,-0.2254,-0.22544,-0.23275,-0.18718,-0.19488,-0.23187,-0.21399,-0.22694,-0.22809,113.33891,1.26e-17,7.3e-14
918,ECSIT,-0.01578,-0.05384,-0.07499,-0.08714,-0.09055,-0.08919,-0.10153,0.10361,-0.08037,-0.09117,-0.09263,-0.09259,-0.08437,-0.05323,-0.0923,111.95748,2.33e-17,1.35e-13
919,EDEM1,-0.2007,-0.20691,-0.18397,-0.12436,-0.20663,-0.19143,-0.11494,-0.16419,-0.14514,-0.10012,0.02889,-0.06872,-0.16837,0.04788,-0.00663,82.96497,7.95e-12,4.17e-08
920,EDEM3,-0.18898,-0.19009,-0.19763,-0.15408,-0.18672,-0.1445,-0.1575,-0.17077,-0.08849,-0.05823,-0.00972,-0.01741,-0.16257,-0.18978,-0.20222,57.42332,3.3e-07,0.00143
921,EDF1,-0.24421,-0.20553,-0.18686,-0.26532,-0.19174,-0.10632,-0.31546,-0.34294,-0.2143,-0.15544,-0.04835,-0.1046,-0.1411,-0.25278,-0.119,111.7982,2.5e-17,1.45e-13
922,EDRF1,-0.06403,-0.10777,-0.08722,-0.10247,-0.10341,-0.09336,-0.05893,0.00594,-0.10226,-0.09872,-0.09996,-0.09795,-0.11282,-0.10296,-0.11395,54.17823,1.2e-06,0.00498
923,EEF1A1,0.94745,0.86181,0.89493,0.23328,0.57958,0.12904,-1.46219,-1.7324,0.17244,0.49269,-0.12503,-0.17937,0.78452,0.61622,0.21405,6360.02254,0.0,0.0
924,EEF1B2,0.29785,0.33908,0.40338,0.13208,0.33501,0.20386,-1.1641,-1.26728,-0.19404,0.34733,-0.05022,-0.07774,0.34012,-0.06772,-0.19205,3106.10014,0.0,0.0
925,EEF1D,0.00137,-0.00855,0.02012,-0.17038,-0.0648,-0.13368,-0.40482,-0.60199,-0.09799,-0.03462,-0.18079,-0.13008,0.03741,0.18553,-0.06869,422.83196,1.95e-81,1.36e-77
926,EEF1E1,-0.34435,-0.3034,-0.25841,-0.25141,-0.19594,-0.02292,-0.33962,-0.33059,-0.24754,-0.11627,-0.06675,-0.1533,-0.25695,-0.29854,-0.25687,259.03414,3.88e-47,2.58e-43
927,EEF2,0.37727,0.32243,0.22637,0.02573,0.19685,-0.01341,-0.62258,-0.9028,-0.2193,0.17074,-0.21865,-0.15043,0.21059,0.0021,-0.35301,1415.01939,9.49e-294,7.01e-290
928,EEFSEC,-0.0316,-0.05323,-0.09294,-0.06758,-0.10548,-0.09614,0.00677,-0.04083,-0.0976,-0.10421,-0.10977,-0.1103,-0.10003,-0.05458,-0.11052,56.25879,5.26e-07,0.00225
929,EFCAB11,-0.03552,-0.06156,-0.0493,-0.05099,-0.08357,-0.07876,0.00159,0.04769,-0.05241,-0.07577,-0.07874,-0.06248,-0.04723,-0.04869,-0.04112,56.50438,4.77e-07,0.00204
930,EFHC1,-0.10621,-0.11785,-0.12028,-0.11683,-0.09568,-0.12229,-0.0921,0.00545,-0.12224,-0.12054,-0.11282,-0.08161,-0.1204,-0.11715,-0.10001,52.86007,2.01e-06,0.00824
931,EFHD2,-0.20443,-0.19656,-0.19195,-0.20474,-0.20528,-0.16994,-0.17541,-0.15125,-0.13299,-0.10482,0.05083,0.13746,-0.19157,-0.21245,-0.13751,117.47439,1.96e-18,1.15e-14
932,EFL1,-0.01452,-0.09195,-0.10044,-0.10498,-0.05196,-0.10564,-0.00195,-0.03303,-0.09613,-0.11274,-0.11832,-0.11968,-0.08772,-0.07953,-0.1017,68.59385,3.47e-09,1.66e-05
933,EFR3A,-0.09005,-0.10406,-0.11253,-0.10509,-0.08114,-0.11337,-0.00957,-0.00997,-0.12411,-0.12938,-0.09357,-0.06487,-0.12826,-0.12008,-0.12662,63.12801,3.29e-08,0.000151
934,EFTUD2,-0.28438,-0.2844,-0.24817,-0.2061,-0.22442,-0.09427,-0.28839,-0.2581,-0.18592,-0.11999,-0.09674,-0.04723,-0.18879,-0.24108,-0.16582,112.03136,2.26e-17,1.31e-13
935,EGLN1,-0.06575,-0.04226,-0.09369,-0.09998,-0.16156,-0.10182,-0.00358,0.04544,-0.09665,-0.0909,-0.02357,-0.02535,-0.08491,-0.09133,-0.08185,59.65127,1.35e-07,0.000599
936,EGR1,-0.10496,-0.13026,-0.14124,-0.08709,-0.16475,-0.17652,-0.20115,-0.18452,-0.02591,-0.04127,-0.01728,0.19631,-0.10184,-0.11623,-0.04439,106.84544,2.28e-16,1.31e-12
937,EHBP1,-0.0945,-0.10727,-0.10909,-0.11061,-0.10738,-0.09694,-0.07163,0.06086,-0.10768,-0.09686,-0.10095,-0.09848,-0.10335,-0.08348,-0.09845,84.58876,3.95e-12,2.09e-08
938,EHMT2,-0.25522,-0.23147,-0.21938,-0.1954,-0.12827,-0.10429,-0.26573,-0.24598,-0.18332,-0.1073,-0.12504,-0.11758,-0.20677,-0.14707,-0.19092,75.6078,1.83e-10,9.24e-07
939,EI24,-0.27799,-0.25226,-0.20005,-0.23214,-0.23376,-0.08827,-0.29768,-0.32378,-0.19439,-0.10801,-0.10055,-0.11225,-0.13168,-0.26098,-0.21173,122.31859,2.21e-19,1.31e-15
940,EID1,-0.03914,-0.03992,-0.0834,0.01585,0.03764,-0.0801,-0.42618,-0.51803,-0.17982,-0.12457,-0.2241,-0.12808,-0.10317,-0.15187,-0.15529,288.95899,2.36e-53,1.59e-49
941,EIF1,-0.11786,-0.09633,-0.19303,-0.02256,-0.07601,-0.1185,-0.3127,0.17071,-0.23028,-0.18437,-0.23113,-0.17026,-0.17479,-0.17202,-0.10353,97.81935,1.24e-14,6.9e-11
942,EIF1AX,-0.33227,-0.23709,-0.20922,-0.10214,-0.01285,0.11166,-0.28818,-0.57632,-0.27247,-0.19227,-0.21954,-0.20543,-0.25887,-0.29481,-0.21049,597.88394,1.5e-118,1.07e-114
943,EIF1B,-0.15265,-0.10382,-0.17242,-0.15983,-0.12443,-0.08781,-0.17077,0.02283,-0.11929,-0.16351,-0.16343,-0.17558,-0.15605,-0.17517,-0.15749,49.1755,8.39e-06,0.0327
944,EIF2A,-0.22428,-0.21297,-0.17892,-0.21479,-0.16506,-0.11398,-0.30381,-0.27932,-0.21153,-0.14963,-0.17454,-0.1725,-0.16187,-0.21236,-0.23643,73.65836,4.17e-10,2.08e-06
945,EIF2AK1,-0.31715,-0.29274,-0.29894,-0.25508,-0.27429,-0.15038,0.17447,0.93303,-0.24741,-0.29256,-0.26488,-0.29842,-0.31129,-0.27604,-0.30342,983.15311,6.44e-201,4.71e-197
946,EIF2AK2,-0.23419,-0.21979,-0.16683,-0.20301,-0.19649,-0.12169,-0.25965,-0.27223,-0.15361,-0.07142,-0.21194,-0.13949,-0.11943,-0.13707,-0.26453,62.07669,5.06e-08,0.00023
947,EIF2B2,-0.10723,-0.12153,-0.13369,-0.12977,-0.12911,-0.11054,-0.04075,-0.03265,-0.14127,-0.12621,-0.12228,-0.12723,-0.13757,-0.13235,-0.12339,49.56717,7.21e-06,0.0283
948,EIF2D,-0.20332,-0.14791,-0.21177,-0.19026,-0.16209,-0.08873,-0.27086,-0.23215,-0.21269,-0.16836,-0.15161,-0.13141,-0.22331,-0.23974,-0.23977,67.64829,5.13e-09,2.45e-05
949,EIF2S1,-0.315,-0.26677,-0.25564,-0.15713,-0.18301,-0.02537,-0.23732,-0.30736,-0.23913,-0.16695,-0.17052,-0.14437,-0.29011,-0.2257,-0.25643,168.12735,1.64e-28,1.02e-24
950,EIF2S2,-0.34614,-0.2915,-0.24918,-0.17551,-0.15107,-0.07293,-0.22214,-0.3263,-0.24567,-0.14266,-0.0678,-0.15094,-0.22614,-0.21834,-0.11763,139.42341,9.24e-23,5.61e-19
951,EIF2S3,0.024,0.03917,0.06566,-0.09112,-0.13994,-0.16873,-0.45014,-0.53713,-0.12314,0.00526,-0.23758,-0.06273,-0.01998,-0.04165,-0.0927,374.17792,3.45e-71,2.38e-67
952,EIF3A,-0.41919,-0.27703,-0.31928,-0.31772,-0.21557,0.09812,-0.34481,-0.49982,-0.26656,-0.11926,-0.09003,-0.1679,-0.30191,-0.3847,-0.38466,601.80028,2.2e-119,1.58e-115
953,EIF3B,-0.34967,-0.27615,-0.25427,-0.21464,-0.24372,0.01184,-0.20506,-0.36653,-0.29178,-0.13064,-0.10848,-0.15461,-0.24208,-0.19483,-0.31879,262.83549,6.32e-48,4.22e-44
954,EIF3D,-0.09678,-0.12046,-0.16393,-0.24197,-0.15776,-0.10329,-0.33118,-0.48222,-0.21438,-0.16507,-0.13626,-0.109,-0.17717,-0.2084,-0.20251,195.081,5.54e-34,3.54e-30
955,EIF3E,0.47279,0.21462,0.01963,-0.09176,-0.09287,-0.17426,-0.70901,-0.74086,-0.21894,-0.10751,0.24171,-0.03207,-0.03636,-0.21247,-0.38568,1177.24187,1.35e-242,9.95e-239
956,EIF3F,-0.14132,-0.02613,-0.08737,-0.10561,-0.15819,-0.16122,-0.4212,-0.53939,-0.13543,-0.13293,0.05684,0.01934,-0.08795,-0.16986,-0.10662,347.63549,1.29e-65,8.85e-62
957,EIF3G,-0.1986,-0.14505,-0.1569,-0.15416,-0.13442,-0.13045,-0.29825,-0.28474,-0.22183,-0.1349,-0.13029,-0.09016,-0.19968,-0.25299,-0.20922,69.05035,2.87e-09,1.38e-05
958,EIF3H,0.08438,0.11303,-0.01193,-0.13241,0.00363,-0.12838,-0.61251,-0.60426,-0.24001,-0.0741,-0.1189,-0.10046,-0.01363,-0.09882,-0.04711,494.37187,1.45e-96,1.02e-92
959,EIF3I,-0.26053,-0.23286,-0.23876,-0.23527,-0.24949,-0.08878,-0.26725,-0.26308,-0.19882,-0.14277,-0.07478,-0.11038,-0.17902,-0.23061,-0.24849,95.4491,3.51e-14,1.93e-10
960,EIF3J,-0.2977,-0.25127,-0.22496,-0.11848,-0.06679,-0.02885,-0.2828,-0.27085,-0.19734,-0.18616,-0.1632,-0.15542,-0.26177,-0.23607,-0.24511,135.71511,5.03e-22,3.04e-18
961,EIF3K,-0.24682,-0.23077,-0.18045,-0.27102,-0.23976,-0.14466,-0.28406,-0.36132,-0.20684,-0.14822,-0.03904,-0.03567,-0.17666,-0.21732,-0.21378,114.66804,6.92e-18,4.03e-14
962,EIF3L,0.15173,0.112,0.17477,-0.07166,-0.00873,-0.18155,-0.59438,-0.70415,-0.21854,0.03821,-0.02012,-0.02674,0.1372,-0.07186,-0.11228,743.50451,1.32e-149,9.56e-146
963,EIF3M,-0.09974,-0.00456,-0.06351,0.04631,0.05328,-0.07115,-0.58903,-0.6541,-0.0758,-0.00453,-0.12344,0.0176,-0.10333,-0.20357,-0.33907,564.01432,2.4e-111,1.71e-107
964,EIF4A1,-0.43115,-0.16186,-0.02505,0.22021,0.09743,0.05435,-0.57021,-0.77968,-0.23553,0.41207,-0.13531,0.2357,0.00311,-0.09662,-0.26699,1132.96957,4.42e-233,3.25e-229
965,EIF4A2,0.23881,0.05372,0.01802,0.12908,0.12036,-0.13129,-0.42919,-0.48999,-0.27028,-0.11063,-0.29698,-0.26595,-0.14476,-0.1101,-0.24145,431.74741,2.55e-83,1.79e-79
966,EIF4A3,-0.2392,-0.18532,-0.1927,-0.18177,-0.16798,-0.0841,-0.19383,-0.24027,-0.14199,-0.06949,-0.10778,-0.03268,-0.16229,-0.2064,-0.08577,70.32442,1.69e-09,8.23e-06
967,EIF4B,0.33013,0.13813,0.1248,-0.11756,-0.06742,0.1304,-0.82783,-0.95193,-0.12341,0.08542,-0.19387,-0.14227,0.15252,-0.09271,-0.19733,1734.56722,0.0,0.0
968,EIF4E,-0.27698,-0.18045,-0.20019,-0.0799,-0.15177,-0.03706,-0.2511,-0.26646,-0.12943,-0.15981,-0.14663,-0.1755,-0.15731,-0.21955,-0.0767,104.97386,5.25e-16,2.99e-12
969,EIF4EBP1,-0.29587,-0.2754,-0.23358,-0.19798,-0.21029,-0.06933,-0.26646,-0.23182,-0.23115,-0.14142,-0.07839,-0.10534,-0.24083,-0.28517,-0.26172,136.62036,3.33e-22,2.01e-18
970,EIF4EBP2,-0.28775,-0.26296,-0.18679,-0.16129,-0.22858,-0.10754,-0.27082,-0.31952,-0.03473,-0.13575,0.00668,0.02768,-0.18839,-0.18222,-0.12438,146.67015,3.33e-24,2.04e-20
971,EIF4G1,-0.3057,-0.25702,-0.26947,-0.17872,-0.16867,-0.06054,-0.07996,-0.2753,-0.17751,-0.12999,-0.13723,-0.1045,-0.22486,-0.23186,-0.14834,110.70304,4.09e-17,2.36e-13
972,EIF4G2,-0.33145,-0.23453,-0.28803,0.00981,-0.12782,-0.04702,-0.29296,-0.38059,-0.05141,-0.23198,-0.10009,-0.08641,-0.26489,0.04266,0.17868,227.62804,1.19e-40,7.76e-37
973,EIF4H,-0.29343,-0.26372,-0.18902,-0.11299,-0.22563,-0.09329,-0.33389,-0.42363,-0.20788,-0.15046,-0.13055,-0.12276,-0.24003,-0.19953,-0.03907,161.52697,3.5e-27,2.18e-23
974,EIF5,-0.18496,-0.1432,-0.16987,-0.13531,-0.09701,-0.13797,-0.06024,0.08198,-0.13588,-0.13027,-0.15876,-0.08598,-0.19421,-0.18537,-0.11243,71.60959,9.85e-10,4.86e-06
975,EIF5A,-0.5355,-0.38807,-0.34807,-0.19697,-0.22004,0.34878,-0.40021,-0.48771,-0.23433,-0.18668,-0.35798,-0.19406,-0.30453,-0.3166,-0.38655,1278.08179,2.81e-264,2.07e-260
976,EIF5B,-0.40585,-0.34728,-0.26498,-0.13189,-0.18927,0.05704,-0.23878,-0.43516,-0.23301,-0.13131,-0.07501,-0.13924,-0.30672,-0.29032,-0.33534,435.74428,3.66e-84,2.56e-80
